YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2018,Gulbarga,41455,259.6,184,Laterite,Drip,393,57,Coconut,44235,Rabi,Y3,Low
2017,Hassan,4153,259.6,27.2,Loam,Drip,116481,54.5,Coconut,45608,Rabi,Y3,Low
2016,Hassan,14439,259.6,27.2,Red,Basin,10,56,Coconut,200000,Rabi,Y3,Low
2017,Hassan,2549,353.1,27.2,Red,Basin,29,54,Coconut,4847,Rabi,Y3,Low
2019,Kodagu,4013,259.6,27.1,Black,Drip,3550,57,Pepper,234581,Rabi,Y3,Low
2016,Mysuru,14395,256.3,26.8,Loam,Basin,75340,55,Tea,2134,Rabi,Y3,Low
2017,Mysuru,14439,256.3,26.8,Loam,Basin,29170,56,Tea,45186,Rabi,Y3,Low
2018,Mysuru,2549,257.4,26.8,Loam,Basin,1901,54,Tea,238542,Rabi,Y3,Low
2018,Mysuru,743,259.6,38,Loam,Spray,6589,53,Tea,249978,Rabi,Y3,Low
2017,Raichur,45,256.3,132,Heavy clay,Drip,4015,58,Cashew,24848,Zaid,Y3,Low
2017,Raichur,55,256.3,133,Heavy clay,Drip,4279,59,Cashew,761,Zaid,Y3,Low
2016,Raichur,45,256.3,134,Heavy clay,Drip,4167,50,Cashew,45608,Zaid,Y3,Low
2017,Raichur,53,257.4,135,Heavy clay,Drip,4479,54,Cashew,234581,Zaid,Y3,Low
2018,Raichur,45,257.4,136,Heavy clay,Drip,3699,53,Coconut,646,Zaid,Y3,Low
2017,Raichur,41290,259.6,141,Heavy clay,Drip,393,52.5,Coconut,216396,Zaid,Y3,Low
2018,Raichur,167,259.6,142,Heavy clay,Drip,167,56,Coconut,2644,Zaid,Y3,Low
2017,Gulbarga,41342,256.3,156,Loam,Basin,124492,55,Ginger,2134,Zaid,Y3,Low
2016,Chikmangaluru,379,257.4,26.8,Laterite,Spray,61,57,Coconut,1516,Zaid,Y3,Low
2017,Chikmangaluru,9591,257.4,37,Laterite,Spray,67,55,Coconut,200000,Zaid,Y3,Low
2018,Chikmangaluru,41290,257.4,37,Laterite,Spray,62,56,Coconut,4847,Zaid,Y3,Low
2018,Hassan,11716,256.3,27,Red,Basin,109,54,Ginger,43311,Kharif,Y3,Low
2005,Mangalore,4,259.6,27.1,Loam,Drip,2628,52.5,Coffee,4847,Rabi,Y1,Low
2006,Mangalore,32,259.6,27.1,Loam,Drip,1939,56,Coffee,51239,Rabi,Y1,Low
2004,Kodagu,2177,256.3,27.1,Laterite,Basin,6589,51,Arecanut,57259,Rabi,Y1,Low
2005,Kodagu,1872,256.3,26.8,Laterite,Basin,5107,57,Arecanut,234779,Rabi,Y1,Low
2006,Kodagu,1772,257.4,26.8,Laterite,Basin,5518,57,Arecanut,1493,Rabi,Y1,Low
2007,Kodagu,1618,257.4,26.8,Laterite,Basin,4912,60,Arecanut,64409,Rabi,Y1,Low
2008,Kodagu,1625,257.4,37,Laterite,Basin,3830,57,Ginger,249978,Rabi,Y1,Low
2004,Raichur,38062,257.4,27,Black,Drip,103,55,Cashew,64409,Rabi,Y1,Low
2004,Chikmangaluru,100,360.8,27.2,Black,Basin,19,57,Coconut,64409,Rabi,Y1,Low
2004,Hassan,8837,257.4,138,Alluvial,Spray,187,54,Coconut,234779,Rabi,Y1,Low
2004,Hassan,41598,257.4,139,Alluvial,Spray,187,53,Coconut,1493,Rabi,Y1,Low
2004,Hassan,1036,259.6,143,Alluvial,Spray,3961,57,Coconut,43311,Rabi,Y1,Low
2004,Hassan,10760,259.6,144,Alluvial,Spray,4247,60,Coconut,24848,Rabi,Y1,Low
2004,Mangalore,41342,256.3,43,Clay,Drip,1868,56,Coffee,51239,Zaid,Y1,Low
2004,Mangalore,125,256.3,43,Clay,Drip,127919,57,Coffee,216396,Zaid,Y1,Low
2004,Mangalore,8357,256.3,27,Clay,Drip,75340,57.5,Coffee,2644,Zaid,Y1,Low
2004,Kodagu,38948,257.4,27,Clay,Drip,29170,57,Cardamum,44235,Zaid,Y1,Low
2004,Kodagu,116,257.4,27,Clay,Drip,1901,55,Cardamum,203317,Zaid,Y1,Low
2004,Kodagu,7520,257.4,27,Clay,Drip,972,56,Cardamum,2134,Zaid,Y1,Low
2004,Kodagu,38062,259.6,27.2,Clay,Drip,5373,59,Cardamum,57259,Zaid,Y1,Low
2004,Kodagu,84,259.6,27.2,Clay,Drip,6589,50,Cardamum,234779,Zaid,Y1,Low
2004,Gulbarga,6,256.3,27.2,Sandy loam ,Basin,3550,55.5,Ginger,45608,Zaid,Y1,Low
2004,Gulbarga,23,256.3,27,Sandy loam ,Basin,109,58.5,Ginger,234581,Zaid,Y1,Low
2004,Gulbarga,1,256.3,27,Sandy loam ,Basin,3368,59.5,Ginger,646,Zaid,Y1,Low
2004,Gulbarga,11126,257.4,27,Sandy loam ,Basin,3671,55,Ginger,43562,Zaid,Y1,Low
2004,Gulbarga,11343,257.4,27,Sandy loam ,Basin,2404,53,Ginger,200000,Zaid,Y1,Low
2004,Gulbarga,11485,257.4,27,Sandy loam ,Basin,2805,53.5,Ginger,4847,Zaid,Y1,Low
2004,Gulbarga,12130,259.6,27.2,Loam,Basin,1939,57.5,Ginger,44235,Zaid,Y1,Low
2004,Gulbarga,12157,259.6,27.1,Loam,Basin,1871,57,Tea,203317,Zaid,Y1,Low
2009,Gulbarga,8,256.3,175,Laterite,Drip,4015,50,Cashew,45608,Rabi,Y1,Low
2004,Gulbarga,379,259.6,185,Laterite,Drip,167,57.5,Coconut,203317,Rabi,Y1,Low
2008,Madikeri,5528,256.3,219,Loam,Drip,131763,53,Coconut,57259,Rabi,Y1,Low
2009,Madikeri,34841,256.3,220,Loam,Drip,404,52,Coconut,234779,Rabi,Y1,Low
2006,Hassan,11716,256.3,42,Alluvial,Basin,3,59.5,Coconut,203317,Rabi,Y1,Low
2007,Hassan,12049,256.3,42,Alluvial,Basin,95,55,Coconut,2134,Rabi,Y1,Low
2008,Hassan,12130,256.3,43,Alluvial,Basin,19,53,Coconut,45186,Rabi,Y1,Low
2009,Hassan,12157,257.4,43,Alluvial,Basin,54,53.5,Coconut,238542,Rabi,Y1,Low
2004,Hassan,1289,355.3,27,Red,Basin,33,58,Coconut,216396,Rabi,Y1,Low
2005,Hassan,1051,356.4,27,Red,Basin,14,59,Coconut,2644,Rabi,Y1,Low
2007,Hassan,909,358.6,27,Red,Basin,26,54,Coconut,203317,Rabi,Y1,Low
2008,Hassan,743,359.7,27,Red,Basin,98,53,Coconut,2134,Rabi,Y1,Low
2009,Hassan,663,360.8,27,Red,Basin,3,52,Coconut,45186,Rabi,Y1,Low
2004,Hassan,60,256.3,27,Black,Spray,3138,60,Coconut,24848,Rabi,Y1,Low
2005,Hassan,14,256.3,27,Black,Spray,3423,57,Coconut,761,Rabi,Y1,Low
2006,Hassan,30,256.3,27,Black,Spray,3899,57,Coconut,45608,Rabi,Y1,Low
2007,Hassan,29,257.4,27.2,Black,Spray,4015,54,Coconut,234581,Rabi,Y1,Low
2008,Hassan,4839,257.4,27.2,Black,Spray,4279,54.5,Coconut,646,Rabi,Y1,Low
2009,Hassan,5371,257.4,27.2,Black,Spray,4167,56.6,Coconut,43562,Rabi,Y1,Low
2004,Kodagu,4065,259.6,26.8,Black,Drip,109,54,Pepper,646,Rabi,Y1,Low
2004,Mysuru,663,259.6,39,Loam,Spray,5107,52,Tea,637,Rabi,Y1,Low
2004,Gulbarga,125,256.3,157,Loam,Basin,792,53,Ginger,45186,Zaid,Y1,Low
2004,Gulbarga,8357,256.3,158,Loam,Basin,34153,53.5,Ginger,238542,Zaid,Y1,Low
2004,Gulbarga,38948,257.4,159,Loam,Basin,2570,52.5,Ginger,1516,Zaid,Y1,Low
2004,Gulbarga,116,257.4,160,Loam,Basin,27170,56,Ginger,57259,Zaid,Y1,Low
2004,Gulbarga,7520,257.4,161,Loam,Basin,114744,57,Ginger,234779,Zaid,Y1,Low
2004,Gulbarga,38062,259.6,165,Loam,Basin,1132,56,Ginger,637,Zaid,Y1,Low
2004,Gulbarga,84,259.6,166,Loam,Basin,23960,54,Ginger,43311,Zaid,Y1,Low
2004,Madikeri,9,256.3,206,Dry sandy ,Drip,8838,50,Coconut,249978,Zaid,Y1,Low
2004,Madikeri,4,256.3,207,Dry sandy ,Drip,8954,54,Coconut,637,Zaid,Y1,Low
2004,Madikeri,13,256.3,208,Dry sandy ,Drip,42915,53,Coconut,43311,Zaid,Y1,Low
2004,Madikeri,6,257.4,209,Dry sandy ,Drip,9230,52,Coconut,24848,Zaid,Y1,Low
2004,Madikeri,23,257.4,210,Dry sandy ,Drip,44313,51,Coconut,761,Zaid,Y1,Low
2004,Madikeri,1,257.4,211,Dry sandy ,Basin,45820,57,Coconut,45608,Zaid,Y1,Low
2004,Madikeri,11598,259.6,215,Dry sandy ,Basin,58405,57,Coconut,200000,Zaid,Y1,Low
2004,Madikeri,11716,259.6,216,Dry sandy ,Basin,60751,54,Coconut,4847,Zaid,Y1,Low
2004,Chikmangaluru,1723,256.3,38,Dry sandy ,Basin,172475,58.5,Coconut,761,Zaid,Y1,Low
2004,Chikmangaluru,1693,256.3,38,Dry sandy ,Basin,177939,59.5,Coconut,45608,Zaid,Y1,Low
2004,Chikmangaluru,1668,256.3,39,Dry sandy ,Basin,313547,55,Coconut,234581,Zaid,Y1,Low
2007,Chikmangaluru,143,259.6,38,Laterite,Spray,4,59,Coconut,44235,Zaid,Y1,Low
2008,Chikmangaluru,8686,259.6,39,Laterite,Spray,9,50,Coconut,203317,Zaid,Y1,Low
2004,Hassan,12049,256.3,27,Red,Basin,3368,54.5,Ginger,24848,Kharif,Y1,Low
2005,Hassan,12130,256.3,27,Red,Basin,3671,56.6,Ginger,761,Kharif,Y1,Low
2006,Hassan,12157,257.4,27,Red,Basin,2404,55.5,Ginger,45608,Kharif,Y1,Low
2007,Hassan,12243,257.4,27,Red,Basin,2805,58.5,Ginger,234581,Kharif,Y1,Low
2008,Hassan,13142,257.4,27.2,Red,Basin,2331,59.5,Ginger,646,Kharif,Y1,Low
2004,Mangalore,140,256.3,27,Sandy,Spray,3899,54,Groundnut,2644,Kharif,Y1,Low
2005,Mangalore,163,257.4,27,Sandy,Spray,4015,58,Groundnut,44235,Kharif,Y1,Low
2006,Mangalore,167,257.4,27,Sandy,Spray,4279,58,Groundnut,203317,Kharif,Y1,Low
2007,Mangalore,197,257.4,27.2,Sandy,Spray,4167,59,Groundnut,2134,Kharif,Y1,Low
2004,Mangalore,143,257.4,27.2,Loam,Drip,167,53.5,Coconut,51239,Kharif,Y1,Low
2008,Mangalore,8837,259.6,27.1,Loam,Drip,27170,57.5,Coconut,203317,Rabi,Y1,Low
2009,Mangalore,41598,259.6,27.1,Loam,Drip,114744,57,Coconut,2134,Rabi,Y1,Low
2005,Kodagu,26,256.3,146,Sandy clay loam,Drip,382,54.5,Coconut,45608,Rabi,Y1,Low
2006,Kodagu,1,256.3,147,Sandy clay loam,Drip,19578,56.6,Coconut,234581,Rabi,Y1,Low
2007,Mysuru,24,256.3,148,Sandy clay loam,Drip,121037,55.5,Coconut,646,Rabi,Y1,Low
2008,Mysuru,5,257.4,149,Sandy clay loam,Drip,231,58.5,Coconut,43562,Rabi,Y1,Low
2009,Mysuru,13,257.4,150,Sandy clay loam,Drip,18951,59.5,Coconut,200000,Rabi,Y1,Low
2004,Gulbarga,8839,259.6,42,Clay loam,Drip,3671,57,Cocoa,234779,Rabi,Y1,Low
2005,Gulbarga,41596,259.6,42,Clay loam,Drip,2404,60,Cocoa,1493,Rabi,Y1,Low
2004,Chikmangaluru,77,256.3,27.1,Clay loam,Basin,75340,56,Ginger,216396,Rabi,Y1,Low
2004,Chikmangaluru,5629,256.3,26.8,Clay loam,Basin,29170,57,Ginger,2644,Rabi,Y1,Low
2004,Chikmangaluru,36177,256.3,26.8,Clay loam,Basin,1901,57.5,Ginger,44235,Rabi,Y1,Low
2004,Chikmangaluru,89,257.4,26.8,Clay loam,Basin,972,57,Tea,203317,Rabi,Y1,Low
2004,Chikmangaluru,5528,257.4,37,Clay loam,Basin,874,55,Tea,2134,Rabi,Y1,Low
2004,Chikmangaluru,34841,257.4,37,Clay loam,Basin,592,56,Tea,45186,Rabi,Y1,Low
2004,Chikmangaluru,3950,259.6,38,Clay loam,Spray,5107,59,Tea,234779,Rabi,Y1,Low
2004,Chikmangaluru,3993,259.6,39,Clay loam,Spray,5518,50,Tea,1493,Rabi,Y1,Low
2004,Hassan,11343,256.3,26.8,Drained loam,Spray,393,51,Groundnut,234779,Rabi,Y1,Low
2004,Hassan,11485,256.3,26.8,Drained loam,Spray,167,57,Groundnut,1493,Rabi,Y1,Low
2004,Hassan,11598,256.3,26.8,Drained loam,Spray,71,57,Groundnut,64409,Rabi,Y1,Low
2004,Hassan,11716,257.4,37,Drained loam,Spray,52,60,Groundnut,249978,Rabi,Y1,Low
2004,Hassan,12049,257.4,37,Drained loam,Spray,313547,57,Blackgram,637,Rabi,Y1,Low
2004,Hassan,12130,257.4,37,Drained loam,Spray,2783,57,Blackgram,43311,Rabi,Y1,Low
2004,Hassan,13847,259.6,39,Drained loam,Drip,2,55.5,Blackgram,234581,Rabi,Y1,Low
2004,Kodagu,1457,256.3,27.1,Red ,Drip,23456,57,Coconut,2134,Rabi,Y1,Low
2004,Kodagu,1189,256.3,26.8,Red ,Drip,107809,55,Coconut,45186,Rabi,Y1,Low
2004,Kodagu,460,256.3,26.8,Red ,Drip,1132,56,Coconut,238542,Rabi,Y1,Low
2004,Kodagu,329,257.4,26.8,Red ,Drip,23960,54,Coconut,1516,Rabi,Y1,Low
2004,Kodagu,143,257.4,37,Red ,Drip,126487,58,Coconut,200000,Rabi,Y1,Low
2004,Kodagu,41,257.4,37,Red ,Drip,804,58,Coconut,4847,Rabi,Y1,Low
2004,Kasaragodu,197,259.6,38,Red ,Drip,34153,53,Ginger,44235,Rabi,Y1,Low
2004,Kasaragodu,100,259.6,39,Red ,Basin,2570,59.5,Ginger,203317,Rabi,Y1,Low
2004,Kasaragodu,67,353.1,39,Red ,Basin,27170,55,Ginger,2134,Rabi,Y1,Low
2004,Kasaragodu,14,355.3,41,Red ,Basin,1402,53.5,Ginger,238542,Rabi,Y1,Low
2004,Kasaragodu,30,356.4,42,Red ,Basin,23456,52.5,Ginger,1516,Rabi,Y1,Low
2004,Kasaragodu,4839,358.6,42,Red ,Basin,1132,57,Ginger,234779,Rabi,Y1,Low
2004,Kasaragodu,5371,359.7,43,Red ,Basin,23960,57.5,Ginger,1493,Rabi,Y1,Low
2004,Kasaragodu,5432,360.8,43,Red ,Basin,126487,57,Ginger,64409,Rabi,Y1,Low
2004,Gulbarga,143,256.3,161,Alluvial,Drip,283,57,Coconut,203317,Rabi,Y1,Low
2005,Gulbarga,8686,256.3,162,Alluvial,Drip,17690,57.5,Coconut,2134,Rabi,Y1,Low
2006,Gulbarga,41884,256.3,163,Alluvial,Drip,7157,57,Coconut,45186,Rabi,Y1,Low
2007,Gulbarga,118,257.4,164,Alluvial,Drip,8700,55,Coconut,238542,Rabi,Y1,Low
2008,Gulbarga,8837,257.4,165,Alluvial,Drip,41266,56,Coconut,1516,Rabi,Y1,Low
2009,Gulbarga,41598,257.4,166,Alluvial,Drip,8838,54,Coconut,57259,Rabi,Y1,Low
2006,Gulbarga,4,259.6,27,Sandy loam,Spray,187,57,Coconut,2644,Rabi,Y1,Low
2007,Gulbarga,13,259.6,27,Sandy loam,Spray,187,55,Coconut,44235,Rabi,Y1,Low
2005,Madikeri,1693,256.3,27,Red ,Drip,2331,60,Cocoa,1493,Rabi,Y1,Low
2006,Madikeri,1668,256.3,27,Red ,Drip,2088,57,Coffee,64409,Rabi,Y1,Low
2007,Madikeri,1661,256.3,27,Red ,Drip,2628,57,Coffee,249978,Rabi,Y1,Low
2008,Madikeri,1511,257.4,27,Red ,Drip,1939,54,Coffee,637,Rabi,Y1,Low
2009,Madikeri,1491,257.4,27,Red ,Drip,1871,54.5,Coffee,43311,Rabi,Y1,Low
2005,Hassan,41626,256.3,40,Gravelly sand,Basin,1868,55,Ginger,43562,Rabi,Y1,Low
2006,Hassan,143,256.3,41,Gravelly sand,Basin,127919,53,Ginger,200000,Rabi,Y1,Low
2007,Hassan,8686,256.3,41,Gravelly sand,Basin,75340,53.5,Ginger,4847,Rabi,Y1,Low
2008,Hassan,41884,257.4,41,Gravelly sand,Basin,29170,52.5,Ginger,51239,Rabi,Y1,Low
2009,Hassan,118,257.4,42,Gravelly sand,Basin,1901,56,Ginger,216396,Rabi,Y1,Low
2004,Hassan,5629,259.6,27,Medium textured clay,Drip,187,53.5,Blackgram,51239,Rabi,Y1,Low
2004,Kasaragodu,8686,257.4,27,Sandy loam,Spray,770,52.5,Coconut,200000,Rabi,Y1,Low
2004,Kasaragodu,41884,257.4,27,Sandy loam,Spray,395,56,Coconut,4847,Rabi,Y1,Low
2004,Kasaragodu,118,257.4,27,Sandy loam,Spray,187,57,Coconut,51239,Rabi,Y1,Low
2004,Kasaragodu,8839,259.6,27.2,Sandy loam,Spray,71,56,Coconut,203317,Rabi,Y1,Low
2004,Raichur,41596,259.6,27.2,Sandy loam,Spray,3961,54,Coconut,2134,Rabi,Y1,Low
2004,Gulbarga,5693,256.3,43,Sandy,Spray,109,50,Coconut,203317,Rabi,Y1,Low
2004,Gulbarga,5997,256.3,43,Sandy,Spray,3368,54,Coconut,2134,Rabi,Y1,Low
2004,Gulbarga,6076,256.3,128,Sandy,Drip,3671,53,Cocoa,45186,Rabi,Y1,Low
2004,Madikeri,14185,256.3,27.2,Alluvial,Drip,2805,57,Cardamum,24848,Rabi,Y1,Low
2004,Madikeri,14245,256.3,27.1,Alluvial,Drip,2331,60,Cardamum,761,Rabi,Y1,Low
2004,Madikeri,14395,256.3,27.1,Alluvial,Drip,2088,57,Pepper,45608,Rabi,Y1,Low
2004,Madikeri,14439,257.4,27.1,Alluvial,Drip,2628,57,Pepper,234581,Rabi,Y1,Low
2004,Madikeri,2549,257.4,26.8,Alluvial,Drip,1939,54,Pepper,646,Rabi,Y1,Low
2004,Madikeri,2088,257.4,26.8,Alluvial,Drip,1871,54.5,Pepper,43562,Rabi,Y1,Low
2004,Madikeri,909,259.6,37,Alluvial,Drip,29170,59.5,Pepper,216396,Rabi,Y1,Low
2004,Madikeri,743,259.6,38,Alluvial,Basin,1901,55,Pepper,2644,Rabi,Y1,Low
2004,Chikmangaluru,67,256.3,27.2,Laterite,Basin,874,56,Ginger,216396,Rabi,Y1,Low
2004,Chikmangaluru,60,256.3,27.1,Laterite,Basin,592,57,Ginger,2644,Rabi,Y1,Low
2004,Chikmangaluru,14,256.3,27.1,Laterite,Basin,864,57.5,Ginger,44235,Rabi,Y1,Low
2005,Chikmangaluru,588,259.6,27.1,Medium textured ,Spray,2783,57,Groundnut,1493,Zaid,Y1,Low
2006,Chikmangaluru,10437,259.6,27.1,Medium textured ,Spray,1533,57,Groundnut,64409,Zaid,Y1,Low
2004,Hassan,41626,259.6,27,Alluvial,Drip,30362,56,Coconut,238542,Zaid,Y1,Low
2008,Hassan,3950,256.3,41,Sandy loam,Drip,382,57,Coconut,64409,Zaid,Y1,Low
2009,Hassan,3993,256.3,41,Sandy loam,Drip,19578,57,Coconut,249978,Zaid,Y1,Low
2004,Hassan,6076,353.1,27,Sandy loam,Drip,119359,55,Coconut,4847,Zaid,Y1,Low
2006,Hassan,6363,355.3,27,Sandy loam,Drip,17690,53.5,Coconut,216396,Zaid,Y1,Low
2007,Hassan,26,356.4,27.2,Sandy loam,Drip,7157,52.5,Coconut,2644,Zaid,Y1,Low
2009,Hassan,24,358.6,27.2,Sandy loam,Drip,41266,57,Coconut,203317,Zaid,Y1,Low
2004,Mangalore,501,257.4,27,Clay,Basin,118416,53,Coconut,2134,Zaid,Y1,Low
2008,Mangalore,90,259.6,27.1,Clay,Basin,172475,57,Coconut,57259,Zaid,Y1,Low
2009,Mangalore,61,259.6,27.1,Clay,Basin,177939,60,Coconut,234779,Zaid,Y1,Low
2006,Mangalore,41455,256.3,27.1,Loam,Spray,25,56,Coconut,2134,Zaid,Y1,Low
2007,Mangalore,379,256.3,27.1,Loam,Spray,4,57,Coconut,45186,Zaid,Y1,Low
2008,Mangalore,9591,256.3,27.1,Loam,Spray,9,57.5,Coconut,238542,Zaid,Y1,Low
2009,Mangalore,41290,257.4,26.8,Loam,Spray,12,57,Coconut,1516,Zaid,Y1,Low
2004,Davangere,5241,257.4,198,,Spray,806,57,Blackgram,43311,Zaid,Y1,Low
2005,Davangere,1036,257.4,199,,Spray,880,54,Blackgram,24848,Zaid,Y1,Low
2006,Davangere,10760,257.4,200,,Spray,770,54.5,Blackgram,761,Zaid,Y1,Low
2012,Hassan,14395,259.6,27.1,Red,Basin,1871,52.5,Ginger,51239,Kharif,Y2,Low
2013,Hassan,14439,259.6,27.1,Red,Basin,1868,56,Ginger,216396,Kharif,Y2,Low
2011,Mangalore,14,259.6,27.1,Sandy,Spray,2821,52,Groundnut,57259,Kharif,Y2,Low
2015,Mangalore,9591,256.3,27,Heavy cotton,Drip,4904,54,Cashew,234581,Kharif,Y2,Low
2010,Mangalore,130,353.1,26.8,Loam,Drip,1402,55,Coconut,45186,Rabi,Y2,Low
2012,Mangalore,41596,355.3,26.8,Loam,Drip,107809,54,Coconut,1516,Rabi,Y2,Low
2013,Mangalore,115,356.4,37,Loam,Drip,1132,58,Coconut,200000,Rabi,Y2,Low
2015,Mangalore,41342,358.6,37,Loam,Drip,126487,59,Coconut,51239,Rabi,Y2,Low
2010,Mysuru,4,257.4,151,Sandy clay loam,Drip,110579,55,Coconut,4847,Rabi,Y2,Low
2014,Mysuru,3,259.6,155,Sandy clay loam,Drip,291,56,Coconut,44235,Rabi,Y2,Low
2015,Mysuru,14,259.6,156,Sandy clay loam,Drip,17231,57,Coconut,203317,Rabi,Y2,Low
2011,Raichur,1618,256.3,199,Well drained,Basin,623687,51,Coconut,238542,Rabi,Y2,Low
2012,Raichur,1625,256.3,200,Well drained,Basin,63504,57,Coconut,1516,Rabi,Y2,Low
2013,Raichur,1648,256.3,201,Well drained,Basin,63931,57,Coconut,57259,Rabi,Y2,Low
2014,Raichur,1649,257.4,202,Well drained,Basin,73730,60,Coconut,234779,Rabi,Y2,Low
2015,Raichur,1680,257.4,203,Well drained,Basin,118416,57,Coconut,1493,Rabi,Y2,Low
2014,Raichur,1511,259.6,208,Well drained,Basin,177939,55.5,Coconut,24848,Rabi,Y2,Low
2015,Raichur,1491,259.6,209,Well drained,Basin,313547,58.5,Coconut,761,Rabi,Y2,Low
2013,Gulbarga,8686,257.4,40,Clay loam,Spray,2089,50,Coconut,203317,Rabi,Y2,Low
2014,Gulbarga,41884,257.4,40,Clay loam,Spray,2810,54,Coconut,2134,Rabi,Y2,Low
2015,Gulbarga,118,257.4,40,Clay loam,Drip,841,53,Cocoa,45186,Rabi,Y2,Low
2013,Gulbarga,115,259.6,170,Laterite,Drip,44313,50,Coconut,249978,Rabi,Y2,Low
2014,Gulbarga,8510,259.6,171,Laterite,Drip,45820,54,Coconut,637,Rabi,Y2,Low
2012,Gulbarga,32,256.3,214,Sandy loam,Basin,1533,58.5,Coconut,761,Rabi,Y2,Low
2013,Gulbarga,5,256.3,215,Sandy loam,Basin,1647,59.5,Coconut,45608,Rabi,Y2,Low
2014,Gulbarga,10,256.3,216,Sandy loam,Basin,975,55,Coconut,234581,Rabi,Y2,Low
2015,Gulbarga,3,257.4,217,Sandy loam,Basin,2,53,Coconut,646,Rabi,Y2,Low
2010,Madikeri,1457,257.4,27.2,Red ,Drip,1868,56.6,Coffee,24848,Rabi,Y2,Low
2014,Madikeri,143,259.6,27,Black,Drip,1901,55,Coffee,646,Rabi,Y2,Low
2015,Madikeri,41,259.6,27,Black,Drip,972,53,Coffee,43562,Rabi,Y2,Low
2010,Hassan,8837,257.4,42,Gravelly sand,Basin,972,57,Ginger,2644,Rabi,Y2,Low
2014,Hassan,41596,259.6,27,Loam,Basin,5373,56,Tea,45186,Rabi,Y2,Low
2015,Hassan,1036,259.6,27,Loam,Basin,6589,54,Tea,238542,Rabi,Y2,Low
2011,Hassan,7520,256.3,27,Medium textured clay,Spray,1647,57,Blackgram,43311,Rabi,Y2,Low
2012,Hassan,38232,256.3,27,Medium textured clay,Spray,975,54,Blackgram,24848,Rabi,Y2,Low
2013,Hassan,128,256.3,27,Medium textured clay,Spray,2,54.5,Blackgram,761,Rabi,Y2,Low
2014,Hassan,7276,257.4,27,Medium textured clay,Spray,836,56.6,Blackgram,45608,Rabi,Y2,Low
2015,Hassan,38062,257.4,27,Medium textured clay,Drip,806,55.5,Blackgram,234581,Rabi,Y2,Low
2013,Hassan,36177,259.6,27,Medium textured clay,Drip,121,52.5,Blackgram,216396,Rabi,Y2,Low
2013,Mysuru,909,256.3,27,Sandy loam,Drip,22594,53,Coconut,57259,Rabi,Y2,Low
2014,Mysuru,743,256.3,27,Sandy loam,Drip,116481,52,Coconut,234779,Rabi,Y2,Low
2015,Mysuru,663,256.3,27,Sandy loam,Drip,316,51,Coconut,1493,Rabi,Y2,Low
2014,Mysuru,43,259.6,27.1,Sandy loam,Drip,18951,54.5,Coconut,45608,Rabi,Y2,Low
2015,Mysuru,2177,259.6,26.8,Sandy loam,Drip,110579,56.6,Coconut,234581,Rabi,Y2,Low
2014,Mysuru,1457,256.3,40,Sandy,Drip,42915,54,Coconut,57259,Rabi,Y2,Low
2015,Mysuru,1189,256.3,41,Sandy,Drip,9230,58,Coconut,234779,Rabi,Y2,Low
2013,Mysuru,197,259.6,27,Sandy,Basin,109506,57,Coconut,45608,Rabi,Y2,Low
2014,Mysuru,100,259.6,27,Sandy,Basin,114,57,Coconut,234581,Rabi,Y2,Low
2015,Kasaragodu,8847,256.3,42,Sandy loam,Basin,836,55,Coconut,234581,Rabi,Y2,Low
2011,Chikmangaluru,118,256.3,27,Medium textured ,Spray,4904,54,Groundnut,2644,Zaid,Y2,Low
2012,Chikmangaluru,8837,256.3,27,Medium textured ,Spray,2821,58,Groundnut,44235,Zaid,Y2,Low
2013,Chikmangaluru,41598,256.3,27,Medium textured ,Spray,3472,58,Groundnut,203317,Zaid,Y2,Low
2014,Chikmangaluru,130,257.4,27,Medium textured ,Spray,3647,59,Groundnut,2134,Zaid,Y2,Low
2015,Chikmangaluru,8839,257.4,27,Medium textured ,Spray,393,50,Groundnut,45186,Zaid,Y2,Low
2010,Hassan,42216,256.3,138,Alluvial,Drip,27170,55,Coconut,200000,Zaid,Y2,Low
2011,Hassan,588,256.3,139,Alluvial,Drip,114744,53,Coconut,4847,Zaid,Y2,Low
2012,Hassan,10437,256.3,140,Alluvial,Drip,1402,53.5,Coconut,51239,Zaid,Y2,Low
2013,Hassan,41455,257.4,141,Alluvial,Drip,23456,52.5,Coconut,216396,Zaid,Y2,Low
2014,Hassan,379,257.4,142,Alluvial,Drip,107809,56,Coconut,2644,Zaid,Y2,Low
2015,Hassan,9591,257.4,143,Alluvial,Drip,1132,57,Coconut,44235,Zaid,Y2,Low
2010,Hassan,4013,256.3,41,Sandy loam,Drip,121037,60,Coconut,637,Zaid,Y2,Low
2011,Hassan,4065,257.4,42,Sandy loam,Drip,231,57,Coconut,43311,Zaid,Y2,Low
2012,Hassan,4153,257.4,42,Sandy loam,Drip,18951,57,Coconut,24848,Zaid,Y2,Low
2013,Hassan,4191,257.4,42,Sandy loam,Drip,110579,54,Coconut,761,Zaid,Y2,Low
2010,Hassan,5,359.7,27,Sandy loam,Drip,8838,57.5,Coconut,2134,Zaid,Y2,Low
